Period total fertility rates by birth order and period total fertility rates by birth order by age 40
Last modified: 2026-03-23
Code    Year       TFR      TFR1      TFR2      TFR3      TFR4     TFR5p     TFR40   TFR40_1   TFR40_2   TFR40_3   TFR40_4  TFR40_5p
DEUTE   2009     1.430     0.733     0.490     0.140     0.042     0.025     1.401     0.727     0.481     0.133     0.038     0.022
DEUTE   2010     1.487     0.756     0.513     0.147     0.044     0.026     1.455     0.750     0.503     0.139     0.040     0.023
DEUTE   2011     1.462     0.753     0.497     0.145     0.041     0.026     1.429     0.746     0.486     0.137     0.037     0.023
DEUTE   2012     1.488     0.758     0.510     0.150     0.043     0.027     1.452     0.751     0.498     0.140     0.039     0.024
DEUTE   2013     1.494     0.757     0.513     0.152     0.045     0.026     1.455     0.748     0.500     0.143     0.041     0.023
DEUTE   2014     1.546     0.789     0.525     0.156     0.046     0.029     1.504     0.779     0.512     0.146     0.042     0.025
DEUTE   2015     1.562     0.783     0.535     0.165     0.050     0.030     1.517     0.772     0.520     0.155     0.045     0.026
DEUTE   2016     1.646     0.807     0.566     0.179     0.058     0.036     1.595     0.795     0.550     0.167     0.052     0.031
DEUTE   2017     1.616     0.773     0.564     0.185     0.058     0.036     1.563     0.761     0.547     0.173     0.052     0.031
DEUTNP  2009     1.385     0.696     0.466     0.153     0.045     0.024     1.342     0.684     0.452     0.145     0.041     0.021
DEUTNP  2010     1.420     0.708     0.481     0.160     0.046     0.025     1.374     0.695     0.465     0.150     0.042     0.022
DEUTNP  2011     1.391     0.696     0.472     0.154     0.044     0.024     1.344     0.683     0.456     0.145     0.040     0.021
DEUTNP  2012     1.410     0.700     0.484     0.156     0.046     0.024     1.361     0.686     0.467     0.146     0.041     0.021
DEUTNP  2013     1.420     0.705     0.487     0.158     0.046     0.024     1.367     0.689     0.468     0.147     0.041     0.021
DEUTNP  2014     1.476     0.734     0.502     0.165     0.048     0.026     1.418     0.717     0.482     0.154     0.043     0.022
DEUTNP  2015     1.503     0.740     0.515     0.170     0.051     0.027     1.443     0.722     0.494     0.159     0.045     0.023
DEUTNP  2016     1.597     0.772     0.549     0.186     0.058     0.032     1.531     0.753     0.525     0.173     0.052     0.027
DEUTNP  2017     1.570     0.745     0.546     0.188     0.058     0.033     1.503     0.726     0.522     0.174     0.052     0.028
DEUTW   2009     1.376     0.686     0.465     0.156     0.045     0.024     1.332     0.673     0.450     0.148     0.041     0.020
DEUTW   2010     1.408     0.697     0.478     0.163     0.046     0.025     1.361     0.682     0.462     0.154     0.042     0.021
DEUTW   2011     1.381     0.685     0.471     0.157     0.045     0.024     1.332     0.670     0.454     0.147     0.041     0.021
DEUTW   2012     1.400     0.689     0.482     0.159     0.046     0.023     1.349     0.674     0.464     0.149     0.042     0.020
DEUTW   2013     1.413     0.697     0.486     0.160     0.046     0.024     1.359     0.681     0.467     0.150     0.042     0.020
DEUTW   2014     1.471     0.727     0.502     0.168     0.049     0.025     1.413     0.710     0.481     0.157     0.044     0.021
DEUTW   2015     1.503     0.737     0.516     0.173     0.051     0.026     1.442     0.718     0.495     0.161     0.046     0.022
DEUTW   2016     1.602     0.771     0.551     0.190     0.058     0.031     1.535     0.751     0.527     0.177     0.052     0.027
DEUTW   2017     1.578     0.747     0.550     0.191     0.059     0.032     1.510     0.727     0.525     0.178     0.053     0.027
DNK     1968     2.117     0.895     0.695     0.323     0.126     0.077     2.084     0.892     0.690     0.316     0.119     0.066
DNK     1969     1.998     0.802     0.688     0.320     0.119     0.069     1.969     0.799     0.684     0.314     0.112     0.060
DNK     1970     1.949     0.778     0.691     0.310     0.108     0.062     1.921     0.775     0.686     0.304     0.102     0.053
DNK     1971     2.043     0.813     0.740     0.329     0.106     0.054     2.019     0.810     0.736     0.324     0.101     0.047
DNK     1972     2.029     0.832     0.705     0.332     0.107     0.053     2.007     0.831     0.702     0.328     0.103     0.045
DNK     1973     1.917     0.816     0.669     0.291     0.093     0.048     1.896     0.814     0.665     0.287     0.089     0.041
DNK     1974     1.896     0.838     0.664     0.270     0.082     0.042     1.877     0.835     0.661     0.267     0.078     0.036
DNK     1975     1.919     0.863     0.680     0.262     0.078     0.035     1.901     0.861     0.677     0.259     0.074     0.030
DNK     1976     1.748     0.775     0.640     0.235     0.066     0.033     1.731     0.773     0.637     0.232     0.062     0.027
DNK     1977     1.661     0.738     0.619     0.218     0.059     0.027     1.646     0.736     0.616     0.215     0.056     0.023
DNK     1978     1.669     0.744     0.641     0.208     0.055     0.022     1.656     0.742     0.639     0.205     0.052     0.018
DNK     1979     1.602     0.726     0.607     0.198     0.049     0.022     1.589     0.724     0.605     0.195     0.047     0.018
DNK     1980     1.547     0.715     0.573     0.193     0.046     0.020     1.534     0.713     0.571     0.189     0.044     0.017
DNK     1981     1.437     0.655     0.539     0.184     0.043     0.017     1.425     0.653     0.537     0.180     0.040     0.014
DNK     1982     1.427     0.643     0.546     0.180     0.043     0.015     1.415     0.642     0.543     0.177     0.041     0.013
DNK     1983     1.377     0.625     0.521     0.175     0.042     0.015     1.365     0.623     0.519     0.172     0.039     0.013
DNK     1984     1.400     0.640     0.524     0.181     0.041     0.015     1.388     0.638     0.521     0.178     0.039     0.013
DNK     1985     1.447     0.658     0.541     0.190     0.044     0.015     1.432     0.656     0.538     0.185     0.041     0.012
DNK     1986     1.480     0.674     0.548     0.195     0.047     0.016     1.463     0.672     0.544     0.190     0.044     0.013
DNK     1987     1.495     0.681     0.548     0.198     0.049     0.019     1.480     0.679     0.545     0.193     0.045     0.017
DNK     1988     1.559     0.708     0.582     0.204     0.049     0.016     1.542     0.706     0.578     0.200     0.045     0.014
DNK     1989     1.619     0.737     0.595     0.212     0.055     0.019     1.600     0.735     0.590     0.207     0.052     0.016
DNK     1990     1.667     0.757     0.602     0.230     0.057     0.020     1.647     0.754     0.596     0.225     0.054     0.018
DNK     1991     1.681     0.761     0.616     0.227     0.056     0.021     1.660     0.758     0.611     0.220     0.052     0.018
DNK     1992     1.761     0.775     0.657     0.247     0.061     0.022     1.738     0.772     0.649     0.240     0.058     0.019
DNK     1993     1.747     0.761     0.655     0.246     0.063     0.023     1.721     0.757     0.648     0.239     0.059     0.019
DNK     1994     1.805     0.782     0.671     0.262     0.068     0.023     1.778     0.777     0.664     0.254     0.063     0.020
DNK     1995     1.805     0.780     0.667     0.265     0.069     0.025     1.778     0.775     0.660     0.257     0.064     0.022
DNK     1996     1.748     0.766     0.637     0.255     0.065     0.024     1.719     0.761     0.629     0.246     0.061     0.021
DNK     1997     1.750     0.748     0.656     0.254     0.066     0.026     1.720     0.742     0.647     0.247     0.061     0.023
DNK     1998     1.719     0.738     0.647     0.245     0.064     0.026     1.689     0.732     0.637     0.238     0.059     0.022
DNK     1999     1.733     0.749     0.645     0.247     0.067     0.026     1.702     0.743     0.635     0.239     0.062     0.023
DNK     2000     1.769     0.770     0.655     0.250     0.065     0.028     1.734     0.763     0.645     0.242     0.060     0.024
DNK     2001     1.740     0.764     0.637     0.245     0.066     0.028     1.706     0.758     0.626     0.236     0.061     0.025
DNK     2002     1.720     0.752     0.632     0.241     0.065     0.029     1.683     0.744     0.621     0.233     0.060     0.025
DNK     2003     1.755     0.775     0.642     0.249     0.060     0.029     1.716     0.768     0.629     0.240     0.055     0.024
DNK     2004     1.781     0.784     0.649     0.256     0.064     0.027     1.743     0.777     0.638     0.246     0.058     0.023
DNK     2005     1.798     0.786     0.664     0.255     0.064     0.029     1.757     0.778     0.652     0.244     0.059     0.024
DNK     2006     1.846     0.815     0.679     0.260     0.065     0.026     1.802     0.806     0.666     0.248     0.059     0.022
DNK     2007     1.843     0.819     0.674     0.261     0.063     0.026     1.796     0.809     0.660     0.249     0.058     0.021
DNK     2008     1.888     0.842     0.687     0.267     0.065     0.027     1.838     0.831     0.670     0.255     0.060     0.022
DNK     2009     1.840     0.827     0.676     0.251     0.061     0.025     1.788     0.815     0.660     0.239     0.054     0.020
DNK     2010     1.871     0.840     0.689     0.258     0.060     0.025     1.819     0.827     0.673     0.246     0.053     0.020
DNK     2011     1.753     0.781     0.666     0.230     0.054     0.022     1.700     0.769     0.649     0.218     0.048     0.017
DNK     2012     1.730     0.765     0.657     0.233     0.053     0.022     1.676     0.751     0.639     0.221     0.047     0.017
DNK     2013     1.669     0.745     0.632     0.222     0.050     0.020     1.615     0.733     0.612     0.209     0.045     0.016
DNK     2014     1.692     0.755     0.643     0.222     0.051     0.020     1.634     0.741     0.624     0.208     0.046     0.016
DNK     2015     1.714     0.769     0.649     0.226     0.050     0.020     1.656     0.755     0.629     0.212     0.044     0.015
DNK     2016     1.786     0.818     0.653     0.244     0.052     0.019     1.725     0.802     0.633     0.229     0.046     0.015
DNK     2017     1.753     0.803     0.644     0.235     0.050     0.021     1.687     0.785     0.622     0.220     0.043     0.016
DNK     2018     1.731     0.783     0.647     0.230     0.051     0.019     1.662     0.765     0.624     0.214     0.045     0.015
DNK     2019     1.700     0.766     0.651     0.220     0.046     0.017     1.632     0.748     0.627     0.204     0.040     0.013
DNK     2020     1.676     0.741     0.657     0.216     0.046     0.016     1.607     0.722     0.633     0.200     0.040     0.012
DNK     2021     1.725     0.743     0.685     0.233     0.049     0.016     1.651     0.723     0.658     0.216     0.042     0.012
DNK     2022     1.554     0.688     0.602     0.206     0.041     0.015     1.482     0.667     0.578     0.192     0.035     0.011
DNK     2023     1.497     0.656     0.597     0.193     0.038     0.013     1.426     0.636     0.569     0.180     0.032     0.009
DNK     2024     1.466     0.649     0.578     0.190     0.037     0.012     1.395     0.629     0.552     0.175     0.031     0.008
ESP     1975     2.765     0.995     0.826     0.481     0.232     0.232     2.649     0.986     0.813     0.458     0.209     0.183
ESP     1976     2.770     1.011     0.837     0.474     0.228     0.219     2.655     1.002     0.825     0.451     0.206     0.171
ESP     1977     2.653     0.974     0.817     0.450     0.211     0.200     2.546     0.966     0.806     0.428     0.190     0.156
ESP     1978     2.542     0.947     0.790     0.434     0.194     0.178     2.443     0.939     0.779     0.414     0.174     0.137
ESP     1979     2.370     0.907     0.747     0.390     0.173     0.153     2.282     0.899     0.737     0.372     0.155     0.118
ESP     1980     2.216     0.905     0.694     0.340     0.147     0.129     2.134     0.893     0.684     0.326     0.132     0.099
ESP     1981     2.038     0.841     0.649     0.308     0.130     0.111     1.965     0.829     0.640     0.295     0.116     0.085
ESP     1982     1.942     0.805     0.624     0.290     0.122     0.101     1.872     0.793     0.615     0.277     0.110     0.077
ESP     1983     1.798     0.753     0.578     0.267     0.111     0.090     1.736     0.742     0.571     0.256     0.099     0.069
ESP     1984     1.726     0.744     0.556     0.249     0.099     0.078     1.668     0.733     0.550     0.238     0.089     0.059
ESP     1985     1.640     0.729     0.530     0.226     0.088     0.066     1.587     0.719     0.524     0.216     0.079     0.050
ESP     1986     1.556     0.699     0.517     0.207     0.077     0.055     1.509     0.689     0.511     0.198     0.069     0.042
ESP     1987     1.494     0.695     0.500     0.186     0.066     0.046     1.452     0.685     0.495     0.178     0.059     0.035
ESP     1988     1.448     0.694     0.487     0.170     0.058     0.038     1.410     0.685     0.482     0.162     0.051     0.029
ESP     1989     1.398     0.682     0.478     0.156     0.050     0.032     1.363     0.673     0.473     0.149     0.044     0.024
ESP     1990     1.361     0.671     0.473     0.146     0.044     0.027     1.330     0.662     0.468     0.139     0.039     0.021
ESP     1991     1.327     0.671     0.463     0.132     0.039     0.023     1.297     0.662     0.458     0.126     0.034     0.018
ESP     1992     1.311     0.672     0.458     0.126     0.034     0.020     1.282     0.663     0.453     0.120     0.030     0.016
ESP     1993     1.257     0.650     0.442     0.116     0.031     0.018     1.229     0.640     0.437     0.110     0.027     0.014
ESP     1994     1.188     0.613     0.424     0.108     0.027     0.016     1.162     0.604     0.418     0.103     0.024     0.012
ESP     1995     1.154     0.592     0.421     0.103     0.025     0.014     1.128     0.582     0.415     0.098     0.022     0.011
ESP     1996     1.137     0.563     0.433     0.104     0.024     0.013     1.110     0.557     0.425     0.097     0.021     0.010
ESP     1997     1.146     0.584     0.429     0.098     0.023     0.012     1.118     0.576     0.421     0.092     0.020     0.010
ESP     1998     1.124     0.581     0.417     0.094     0.021     0.012     1.095     0.573     0.408     0.087     0.018     0.009
ESP     1999     1.161     0.610     0.427     0.094     0.020     0.011     1.129     0.601     0.417     0.087     0.017     0.008
ESP     2000     1.207     0.648     0.436     0.094     0.019     0.011     1.173     0.638     0.425     0.086     0.017     0.008
ESP     2001     1.230     0.667     0.440     0.093     0.019     0.011     1.193     0.656     0.427     0.085     0.016     0.008
ESP     2002     1.252     0.692     0.437     0.093     0.019     0.010     1.212     0.680     0.423     0.085     0.017     0.008
ESP     2003     1.296     0.721     0.450     0.095     0.019     0.010     1.253     0.708     0.435     0.086     0.016     0.008
ESP     2004     1.313     0.734     0.455     0.095     0.020     0.010     1.268     0.720     0.438     0.086     0.017     0.007
ESP     2005     1.329     0.744     0.462     0.094     0.020     0.010     1.281     0.728     0.444     0.084     0.017     0.007
ESP     2006     1.362     0.763     0.473     0.096     0.020     0.010     1.310     0.747     0.452     0.086     0.017     0.008
ESP     2007     1.377     0.771     0.471     0.101     0.022     0.011     1.322     0.752     0.450     0.091     0.019     0.009
ESP     2008     1.446     0.791     0.511     0.108     0.024     0.012     1.386     0.772     0.487     0.097     0.020     0.010
ESP     2009     1.379     0.759     0.482     0.104     0.023     0.012     1.317     0.737     0.457     0.093     0.020     0.010
ESP     2010     1.369     0.742     0.486     0.105     0.024     0.012     1.303     0.719     0.460     0.095     0.021     0.009
ESP     2011     1.342     0.728     0.482     0.100     0.021     0.011     1.273     0.702     0.454     0.090     0.018     0.009
ESP     2012     1.321     0.714     0.475     0.100     0.021     0.010     1.247     0.686     0.445     0.089     0.018     0.008
ESP     2013     1.273     0.697     0.450     0.096     0.021     0.010     1.197     0.667     0.419     0.086     0.018     0.007
ESP     2014     1.318     0.713     0.471     0.101     0.022     0.010     1.237     0.681     0.439     0.091     0.019     0.008
ESP     2015     1.331     0.709     0.484     0.105     0.023     0.010     1.246     0.676     0.450     0.093     0.020     0.008
ESP     2016     1.334     0.698     0.490     0.111     0.025     0.010     1.246     0.663     0.454     0.099     0.022     0.008
ESP     2017     1.306     0.674     0.481     0.114     0.026     0.011     1.215     0.637     0.444     0.102     0.023     0.009
ESP     2018     1.257     0.639     0.464     0.115     0.028     0.012     1.164     0.601     0.427     0.102     0.024     0.009
ESP     2019     1.229     0.628     0.444     0.117     0.029     0.012     1.138     0.591     0.407     0.104     0.026     0.010
ESP     2020     1.180     0.616     0.411     0.112     0.029     0.012     1.090     0.579     0.376     0.100     0.025     0.010
ESP     2021     1.181     0.604     0.419     0.115     0.031     0.013     1.085     0.565     0.381     0.102     0.026     0.010
ESP     2022     1.158     0.597     0.404     0.114     0.030     0.013     1.060     0.556     0.366     0.101     0.026     0.011
ESP     2023     1.119     0.573     0.398     0.106     0.029     0.013     1.023     0.534     0.360     0.094     0.025     0.010
EST     1959     1.947     0.971     0.612     0.202     0.079     0.083     1.880     0.960     0.598     0.191     0.069     0.061
EST     1960     1.975     0.983     0.634     0.201     0.075     0.081     1.907     0.975     0.619     0.189     0.066     0.059
EST     1961     1.982     0.995     0.644     0.202     0.069     0.072     1.924     0.987     0.630     0.192     0.063     0.053
EST     1962     1.965     0.987     0.642     0.199     0.070     0.067     1.905     0.979     0.626     0.188     0.064     0.049
EST     1963     1.912     0.972     0.621     0.184     0.070     0.066     1.858     0.964     0.607     0.174     0.064     0.049
EST     1964     1.970     1.008     0.647     0.189     0.063     0.062     1.919     1.000     0.634     0.180     0.057     0.048
EST     1965     1.915     0.973     0.640     0.175     0.067     0.058     1.865     0.966     0.628     0.167     0.061     0.044
EST     1966     1.898     0.954     0.641     0.185     0.060     0.059     1.849     0.945     0.629     0.176     0.053     0.046
EST     1967     1.911     0.979     0.634     0.181     0.064     0.053     1.867     0.971     0.624     0.171     0.059     0.043
EST     1968     2.025     1.025     0.693     0.188     0.064     0.054     1.985     1.018     0.683     0.181     0.059     0.044
EST     1969     2.126     1.068     0.738     0.203     0.062     0.055     2.086     1.062     0.726     0.194     0.057     0.047
EST     1970     2.188     1.098     0.778     0.200     0.058     0.054     2.150     1.093     0.766     0.193     0.053     0.046
EST     1971     2.234     1.100     0.798     0.214     0.063     0.059     2.197     1.094     0.789     0.205     0.059     0.049
EST     1972     2.177     1.055     0.790     0.214     0.064     0.054     2.141     1.050     0.779     0.206     0.060     0.047
EST     1973     2.098     1.018     0.758     0.207     0.061     0.054     2.062     1.014     0.749     0.198     0.056     0.045
EST     1974     2.089     1.018     0.742     0.214     0.062     0.052     2.053     1.012     0.734     0.205     0.058     0.044
EST     1975     2.048     0.995     0.731     0.211     0.062     0.050     2.015     0.991     0.722     0.202     0.057     0.042
EST     1976     2.058     1.002     0.733     0.204     0.065     0.055     2.026     0.997     0.726     0.196     0.061     0.046
EST     1977     2.053     1.003     0.739     0.199     0.058     0.055     2.023     0.999     0.730     0.193     0.055     0.047
EST     1978     2.016     0.993     0.717     0.194     0.059     0.053     1.987     0.988     0.710     0.188     0.056     0.045
EST     1979     2.012     1.006     0.696     0.198     0.057     0.056     1.986     1.002     0.689     0.192     0.054     0.049
EST     1980     2.030     1.010     0.712     0.200     0.055     0.052     2.003     1.007     0.706     0.193     0.052     0.045
EST     1981     2.087     1.014     0.752     0.209     0.061     0.052     2.062     1.011     0.746     0.202     0.058     0.045
EST     1982     2.096     0.991     0.760     0.223     0.065     0.056     2.069     0.989     0.753     0.216     0.063     0.049
EST     1983     2.177     0.990     0.829     0.238     0.062     0.058     2.149     0.986     0.823     0.231     0.058     0.051
EST     1984     2.182     1.011     0.811     0.240     0.066     0.054     2.158     1.008     0.805     0.234     0.062     0.049
EST     1985     2.130     0.986     0.784     0.242     0.065     0.055     2.105     0.982     0.779     0.236     0.061     0.047
EST     1986     2.178     1.001     0.800     0.246     0.071     0.059     2.150     0.998     0.795     0.239     0.067     0.051
EST     1987     2.271     1.028     0.843     0.273     0.069     0.059     2.245     1.025     0.837     0.267     0.064     0.053
EST     1988     2.275     1.033     0.805     0.291     0.084     0.061     2.245     1.028     0.799     0.284     0.081     0.053
EST     1989     2.218     1.016     0.758     0.297     0.087     0.061     2.195     1.013     0.753     0.291     0.083     0.055
EST     1990     2.049     0.976     0.668     0.265     0.082     0.058     2.025     0.973     0.663     0.259     0.077     0.052
EST     1991     1.802     0.910     0.562     0.210     0.069     0.052     1.781     0.907     0.557     0.205     0.066     0.046
EST     1992     1.707     0.870     0.527     0.195     0.063     0.051     1.686     0.867     0.524     0.189     0.061     0.045
EST     1993     1.485     0.742     0.466     0.172     0.059     0.046     1.469     0.740     0.463     0.169     0.056     0.041
EST     1994     1.413     0.706     0.444     0.162     0.056     0.044     1.398     0.705     0.441     0.158     0.054     0.040
EST     1995     1.372     0.686     0.440     0.152     0.052     0.043     1.357     0.684     0.437     0.148     0.049     0.039
EST     1996     1.363     0.689     0.422     0.159     0.052     0.041     1.346     0.687     0.419     0.153     0.050     0.038
EST     1997     1.306     0.647     0.424     0.147     0.046     0.043     1.286     0.646     0.421     0.141     0.042     0.037
EST     1998     1.272     0.641     0.399     0.144     0.050     0.039     1.254     0.639     0.395     0.140     0.046     0.034
EST     1999     1.295     0.641     0.420     0.142     0.052     0.040     1.275     0.639     0.416     0.138     0.048     0.034
EST     2000     1.356     0.657     0.435     0.164     0.057     0.043     1.332     0.655     0.431     0.156     0.053     0.037
EST     2001     1.316     0.635     0.428     0.161     0.052     0.040     1.295     0.633     0.424     0.155     0.048     0.034
EST     2002     1.359     0.653     0.451     0.164     0.052     0.039     1.334     0.652     0.446     0.155     0.048     0.033
EST     2003     1.367     0.671     0.447     0.159     0.052     0.038     1.343     0.668     0.442     0.153     0.047     0.033
EST     2004     1.473     0.723     0.478     0.182     0.053     0.038     1.446     0.720     0.473     0.175     0.047     0.032
EST     2005     1.519     0.730     0.514     0.185     0.053     0.037     1.488     0.727     0.507     0.175     0.048     0.032
EST     2006     1.585     0.758     0.549     0.193     0.048     0.037     1.549     0.754     0.540     0.181     0.043     0.030
EST     2007     1.687     0.796     0.584     0.216     0.055     0.037     1.646     0.792     0.574     0.202     0.048     0.030
EST     2008     1.721     0.809     0.597     0.220     0.058     0.036     1.675     0.804     0.586     0.204     0.051     0.029
EST     2009     1.701     0.771     0.602     0.228     0.062     0.037     1.651     0.765     0.590     0.212     0.054     0.030
EST     2010     1.721     0.722     0.646     0.243     0.070     0.039     1.667     0.715     0.633     0.224     0.061     0.034
EST     2011     1.613     0.649     0.621     0.240     0.069     0.033     1.561     0.643     0.608     0.225     0.059     0.027
EST     2012     1.559     0.646     0.586     0.228     0.061     0.037     1.501     0.639     0.570     0.212     0.053     0.028
EST     2013     1.521     0.643     0.562     0.227     0.056     0.033     1.469     0.637     0.546     0.210     0.049     0.027
EST     2014     1.538     0.660     0.561     0.225     0.060     0.033     1.478     0.652     0.543     0.206     0.051     0.026
EST     2015     1.584     0.687     0.575     0.225     0.063     0.033     1.516     0.675     0.556     0.207     0.052     0.026
EST     2016     1.605     0.677     0.584     0.249     0.064     0.030     1.532     0.665     0.565     0.224     0.054     0.024
EST     2017     1.591     0.666     0.571     0.254     0.066     0.033     1.513     0.654     0.548     0.230     0.055     0.025
EST     2018     1.671     0.648     0.607     0.313     0.068     0.033     1.586     0.635     0.582     0.288     0.056     0.025
EST     2019     1.661     0.681     0.562     0.309     0.075     0.034     1.576     0.667     0.537     0.286     0.062     0.025
EST     2020     1.582     0.632     0.543     0.275     0.089     0.043     1.497     0.620     0.519     0.251     0.075     0.033
EST     2021     1.608     0.641     0.564     0.283     0.082     0.038     1.517     0.625     0.538     0.256     0.069     0.028
EST     2022     1.407     0.604     0.463     0.235     0.071     0.034     1.325     0.586     0.442     0.211     0.059     0.027
EST     2023     1.309     0.558     0.436     0.220     0.063     0.032     1.227     0.541     0.414     0.198     0.052     0.022
EST     2024     1.178     0.521     0.385     0.187     0.057     0.028     1.107     0.508     0.365     0.168     0.046     0.020
FIN     1982     1.715     0.712     0.624     0.260     0.069     0.050     1.679     0.708     0.618     0.251     0.064     0.038
FIN     1983     1.736     0.700     0.634     0.275     0.078     0.049     1.701     0.695     0.627     0.267     0.072     0.039
FIN     1984     1.694     0.675     0.611     0.280     0.078     0.051     1.658     0.671     0.604     0.270     0.072     0.041
FIN     1985     1.643     0.660     0.587     0.268     0.078     0.050     1.607     0.655     0.581     0.258     0.072     0.040
FIN     1986     1.597     0.637     0.576     0.260     0.075     0.049     1.563     0.633     0.570     0.251     0.070     0.039
FIN     1987     1.586     0.642     0.566     0.254     0.074     0.050     1.550     0.638     0.558     0.244     0.068     0.041
FIN     1988     1.693     0.685     0.595     0.283     0.079     0.051     1.655     0.680     0.587     0.273     0.073     0.042
FIN     1989     1.708     0.696     0.588     0.287     0.084     0.053     1.671     0.691     0.581     0.277     0.078     0.044
FIN     1990     1.782     0.731     0.595     0.307     0.092     0.057     1.741     0.725     0.586     0.297     0.085     0.047
FIN     1991     1.794     0.751     0.597     0.295     0.093     0.058     1.756     0.746     0.589     0.285     0.087     0.049
FIN     1992     1.848     0.756     0.625     0.304     0.101     0.062     1.806     0.750     0.616     0.295     0.094     0.051
FIN     1993     1.814     0.739     0.621     0.294     0.098     0.062     1.774     0.734     0.611     0.284     0.093     0.052
FIN     1994     1.846     0.730     0.630     0.310     0.105     0.071     1.805     0.724     0.621     0.300     0.099     0.061
FIN     1995     1.807     0.723     0.620     0.298     0.099     0.067     1.763     0.716     0.610     0.288     0.093     0.057
FIN     1996     1.764     0.715     0.599     0.288     0.096     0.065     1.721     0.708     0.590     0.279     0.090     0.055
FIN     1997     1.746     0.717     0.595     0.274     0.092     0.068     1.701     0.710     0.585     0.264     0.085     0.058
FIN     1998     1.700     0.697     0.574     0.268     0.092     0.069     1.653     0.689     0.563     0.257     0.085     0.058
FIN     1999     1.735     0.717     0.575     0.278     0.095     0.070     1.686     0.708     0.564     0.266     0.088     0.059
FIN     2000     1.729     0.712     0.579     0.273     0.093     0.072     1.680     0.703     0.568     0.262     0.086     0.061
FIN     2001     1.726     0.714     0.573     0.273     0.094     0.072     1.675     0.705     0.561     0.262     0.087     0.061
FIN     2002     1.718     0.718     0.568     0.266     0.091     0.076     1.666     0.708     0.555     0.255     0.084     0.064
FIN     2003     1.759     0.744     0.581     0.269     0.089     0.077     1.703     0.733     0.567     0.256     0.082     0.066
FIN     2004     1.800     0.759     0.589     0.274     0.098     0.079     1.742     0.749     0.575     0.261     0.090     0.067
FIN     2005     1.803     0.763     0.595     0.268     0.095     0.082     1.746     0.750     0.581     0.257     0.088     0.070
FIN     2006     1.837     0.774     0.611     0.273     0.096     0.084     1.779     0.762     0.597     0.260     0.088     0.072
FIN     2007     1.829     0.766     0.611     0.271     0.094     0.088     1.769     0.754     0.596     0.258     0.086     0.075
FIN     2008     1.847     0.770     0.619     0.275     0.096     0.087     1.786     0.757     0.603     0.261     0.090     0.075
FIN     2009     1.865     0.782     0.624     0.277     0.094     0.087     1.802     0.767     0.608     0.265     0.087     0.074
FIN     2010     1.870     0.781     0.630     0.276     0.093     0.090     1.807     0.768     0.613     0.264     0.086     0.077
FIN     2011     1.827     0.747     0.620     0.275     0.096     0.088     1.761     0.732     0.603     0.262     0.088     0.075
FIN     2012     1.801     0.739     0.611     0.268     0.093     0.089     1.732     0.724     0.593     0.255     0.085     0.075
FIN     2013     1.747     0.708     0.596     0.266     0.092     0.085     1.680     0.693     0.579     0.252     0.084     0.072
FIN     2014     1.711     0.699     0.584     0.256     0.087     0.084     1.644     0.684     0.567     0.243     0.080     0.070
FIN     2015     1.650     0.683     0.566     0.239     0.081     0.081     1.586     0.668     0.549     0.227     0.073     0.067
FIN     2016     1.567     0.651     0.531     0.226     0.082     0.077     1.494     0.635     0.510     0.213     0.074     0.063
FIN     2017     1.490     0.609     0.505     0.222     0.077     0.076     1.421     0.592     0.486     0.209     0.069     0.063
FIN     2018     1.407     0.578     0.479     0.199     0.075     0.077     1.341     0.562     0.461     0.187     0.069     0.062
FIN     2019     1.348     0.573     0.453     0.185     0.068     0.069     1.282     0.558     0.435     0.173     0.060     0.056
FIN     2020     1.371     0.583     0.465     0.187     0.066     0.069     1.303     0.568     0.445     0.174     0.060     0.056
FIN     2021     1.458     0.624     0.492     0.202     0.071     0.069     1.379     0.605     0.469     0.187     0.064     0.055
FIN     2022     1.316     0.579     0.434     0.177     0.064     0.062     1.241     0.559     0.413     0.164     0.057     0.048
FIN     2023     1.256     0.554     0.424     0.160     0.060     0.060     1.184     0.535     0.403     0.147     0.053     0.046
FIN     2024     1.251     0.551     0.430     0.156     0.056     0.057     1.177     0.531     0.409     0.144     0.050     0.044
GBR_NIR 1997     1.932     0.759     0.597     0.334     0.145     0.098     1.888     0.753     0.589     0.325     0.137     0.084
GBR_NIR 1998     1.906     0.759     0.592     0.329     0.135     0.091     1.864     0.753     0.583     0.321     0.128     0.079
GBR_NIR 1999     1.862     0.775     0.582     0.295     0.128     0.082     1.817     0.767     0.574     0.286     0.121     0.069
GBR_NIR 2000     1.755     0.722     0.548     0.289     0.121     0.075     1.712     0.714     0.540     0.280     0.113     0.065
GBR_NIR 2001     1.803     0.731     0.589     0.294     0.118     0.071     1.756     0.723     0.577     0.285     0.111     0.060
GBR_NIR 2002     1.760     0.741     0.567     0.280     0.108     0.064     1.713     0.732     0.555     0.271     0.100     0.055
GBR_NIR 2003     1.787     0.754     0.583     0.284     0.104     0.062     1.738     0.746     0.571     0.272     0.096     0.053
GBR_NIR 2004     1.841     0.773     0.613     0.293     0.105     0.057     1.795     0.764     0.602     0.283     0.098     0.048
GBR_NIR 2005     1.838     0.792     0.593     0.290     0.106     0.056     1.786     0.783     0.580     0.278     0.097     0.047
